,,,,,,,,,,,All,,,,,,,ALL,,,,,Mic only,,,,,All,,,,,,,,None,,,,,None,,,,,None,,,,,All,,,,,,All,,,,,All,,,,,,All,,,,,,All,,,,,,All,,,,,,All,,,,,,All,,,,,,,,,,,,All,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,All,,,,,Mic,,,,,,,????,,,Mic,,,None,,,,,Mic,,,Mic,,,,,,
,,Heaviness Conditioning,Non-conditioning,1,,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,-10,-20,-10,0,0,10,20,20,40,-40,-20,5,10,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-16,-14,-12,-8,-4,0,-1,-0.875,-0.75,-0.5,-0.25,0,-2,-1.75,-1.5,-1,-0.5,0,-16,-14,-12,-8,-4,0,-5,-10,-5,0,0,0,0,-5,-10,-20,0,0,20,-10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,,,,
,,,Light,1,,0,0,0,0,0,0,0,0,2.5,5,7.5,10,40,20,5,-20,-40,10,5,-20,-40,-40,-40,-20,-5,-5,10,40,20,40,-40,-20,5,40,40,10,40,5,-10,-20,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,-8,-7,-6,-4,-2,0,-0.5,-0.4375,-0.375,-0.25,-0.125,0,-1,-0.875,-0.75,-0.5,-0.25,0,-8,-7,-6,-4,-2,0,-5,-5,-5,0,20,0,0,0,-20,0,0,0,40,0,0,0,0,0,-40,40,-10,5,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,5,10,20,0,0,0,0,0,0,0,0,0,-10,0,0,-20,0,40,0,0,20,0,0,40,0,0,-40,0,40,0,0,0,,,,
,,,Medium / Normal,1,,0,0,0,0,0,0,2.5,5,2.5,0,0,0,0,5,10,5,0,5,0,0,0,0,0,0,5,5,5,0,0,0,-10,5,20,5,-10,5,10,5,5,5,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.75,1.5,1,0.5,0,0.125,0.109375,0.09375,0.0625,0.03125,0,0.25,0.21875,0.1875,0.125,0.0625,0,2,1.75,1.5,1,0.5,0,-5,5,0,0,0,0,0,0,0,0,0,10,-5,5,5,0,0,5,-5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-10,10,10,-10,10,-10,-20,-10,10,0,0,0,0,0,0,0,10,10,-5,-5,,,,
,,,Intense,1,,0,0,0,0,0,0,0,0,0,0,2.5,5,-40,-22.5,-5,7.5,20,-5,-5,10,40,80,40,20,5,-5,-10,-20,-20,-40,40,20,-5,-20,-40,-10,-5,0,10,20,0,0,0,-10,-20,0,0,0,0,0,0,10,5,0,0,0,20,10,10,5,5,-5,8,7,6,4,2,-20,0.5,0.4375,0.375,0.25,0.125,-1.25,1,0.875,0.75,0.5,0.25,-2.5,8,7,6,4,2,-20,10,10,20,0,-20,0,0,5,40,10,0,0,-40,10,5,0,5,0,40,-40,20,-20,0,0,5,5,0,20,10,5,-20,-10,20,0,0,0,0,0,0,-5,-10,0,0,0,0,0,10,7.5,5,-10,10,5,0,20,0,-20,10,5,-5,0,0,-40,0,0,0,0,-10,0,10,5,,,,
,,Format,Shampoo Generic,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Shampoo 2 in 1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,0,0,0,10,0,5,-20,-10,0,0,5,0,0,0,0,0,-40,-5,10,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4375,0.375,0.25,0.125,0,1,0.875,0.75,0.5,0.25,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,DryShampoo ,1,,0,0,0,0,0,0,0,0,0,0,2.5,5,20,10,0,-2.5,-5,0,0,0,-20,-40,-40,-10,-5,0,5,10,40,20,-20,-10,0,10,20,40,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4375,0.375,0.25,0.125,0,1,0.875,0.75,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Conditioner ,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,20,20,40,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.21875,-0.1875,-0.125,-0.0625,0,0.5,0.4375,0.375,0.25,0.125,0,4,3.5,3,2,1,0,0,40,10,0,0,0,0,0,10,-10,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,-5,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Treatment/Mask Generic,1,,0,0,0,0,0,0,0,0,0,0,0,0,-10,-5,0,5,10,0,0,5,10,10,40,20,0,0,0,-5,0,-10,10,5,0,-10,-40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,20,20,10,10,0,16,14,12,8,4,0,0.5,0.4375,0.375,0.25,0.125,0,0.5,0.4375,0.375,0.25,0.125,0,8,7,6,4,2,0,20,10,10,0,-5,20,0,20,20,20,0,0,0,0,20,20,0,-5,10,-40,5,0,10,0,10,10,0,0,10,0,-10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7.5,0,0,10,0,0,10,0,-10,20,10,-10,20,20,0,20,0,0,0,-10,0,20,40,,,,
,,,Treatment/Mask Premium,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Leave on cream /ONT Generic,1,,0,0,0,0,0,0,0,0,0,0,-2.5,-5,-20,-10,0,10,20,-5,0,10,40,80,40,20,5,0,-5,-10,0,-20,40,20,0,-10,-40,0,0,0,0,0,10,0,0,0,20,10,0,0,0,0,0,20,0,0,0,0,40,20,20,10,10,0,8,7,6,4,2,0,0.5,0.4375,0.375,0.25,0.125,0,0.5,0.4375,0.375,0.25,0.125,0,8,7,6,4,2,0,10,20,40,0,-5,0,0,40,80,10,0,0,0,0,0,0,0,0,20,-20,20,0,10,0,20,20,10,20,20,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7.5,10,0,0,0,0,20,0,-20,20,10,-10,0,0,0,0,0,0,0,-5,0,20,40,,,,
,,,Leave on cream /ONT Premium,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Serum and oils Generic,1,,0,0,0,0,0,-10,-7.5,-5,0,5,7.5,10,-20,-10,0,10,20,-5,0,10,20,40,40,20,5,0,-5,-10,0,-20,40,20,0,-10,-40,0,0,0,10,20,10,0,0,0,20,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,7,6,4,2,0,0.5,0.4375,0.375,0.25,0.125,0,0.5,0.4375,0.375,0.25,0.125,0,4,3.5,3,2,1,0,10,10,40,0,-5,0,20,80,40,10,0,0,0,20,20,20,0,0,20,-20,20,0,10,20,40,40,0,10,10,20,-20,-10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,10,7.5,0,0,0,0,0,20,0,-20,20,10,-10,0,0,0,0,0,0,0,-10,0,20,40,,,,
,,,Serum and oils Premium,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Styling Generic,1,,0,0,0,0,0,10,5,0,0,0,5,10,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,-5,-5,-10,10,10,-5,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,,
,,,Styling Mist,1,,0,0,0,0,0,0,5,10,15,20,20,20,20,15,10,0,-10,20,10,10,0,0,0,0,0,0,0,0,0,0,20,10,0,0,-5,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,20,40,0,0,0,0,0,0,0,20,0,0,0,-5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Styling Hairspray,1,,0,0,0,0,0,10,7.5,5,7.5,10,10,10,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,-10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,,,
,,,Styling Waxes,1,,0,0,0,0,0,20,10,0,0,0,0,0,-20,-10,0,5,10,0,0,0,0,0,0,0,0,0,0,-10,-5,-20,0,0,0,-20,-40,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,10,5,0,20,0,0,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Styling Gels,1,,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,-5,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Styling Mousse,1,,0,0,0,0,0,0,5,10,15,20,20,20,0,0,0,0,0,0,0,0,20,0,20,10,5,0,0,-5,-10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,-10,0,0,0,0,0,5,20,10,40,0,0,0,0,0,20,40,20,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
,,,Other specify,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
